symbol,entry_date,exit_date,entry_price,exit_price,days_held,pnl_pct,pnl_rs,exit_reason,result
LICHSGFIN,2025-07-28,2025-07-29,609.0,589.0,0,-3.28,-20.0,SMA_EXIT,LOSS
ZYDUSLIFE,2022-11-16,2022-12-05,416.9,418.1,12,0.29,1.2,RSI_EXIT,WIN
ZYDUSLIFE,2023-05-22,2023-06-15,484.95,535.0,17,10.32,50.05,RSI_EXIT,WIN
ZYDUSLIFE,2023-08-28,2023-10-12,630.95,604.9,30,-4.13,-26.05,MAX_HOLD,LOSS
ZYDUSLIFE,2023-10-13,2023-11-08,588.5,601.5,16,2.21,13.0,RSI_EXIT,WIN
ZYDUSLIFE,2024-04-16,2024-05-07,932.0,1029.0,12,10.41,97.0,RSI_EXIT,WIN
ZYDUSLIFE,2024-05-31,2024-07-05,1031.6,1145.0,23,10.99,113.4,RSI_EXIT,WIN
ZYDUSLIFE,2024-08-27,2024-10-10,1135.0,1071.45,30,-5.6,-63.55,MAX_HOLD,LOSS
ZYDUSLIFE,2024-10-17,2024-10-22,1020.1,1012.0,2,-0.79,-8.1,SMA_EXIT,LOSS
ZYDUSLIFE,2025-07-11,2025-07-30,973.0,998.0,12,2.57,25.0,RSI_EXIT,WIN
ZYDUSLIFE,2025-09-29,2025-11-07,975.0,938.45,25,-3.75,-36.55,SMA_EXIT,LOSS
INOXWIND,2022-02-23,2022-02-25,28.57,26.39,1,-7.63,-2.18,SMA_EXIT,LOSS
INOXWIND,2022-11-11,2022-12-01,34.75,31.42,13,-9.58,-3.33,RSI_EXIT,LOSS
INOXWIND,2022-12-13,2022-12-20,28.36,27.05,4,-4.62,-1.31,SMA_EXIT,LOSS
INOXWIND,2023-08-17,2023-10-03,50.62,47.29,30,-6.58,-3.33,MAX_HOLD,LOSS
INOXWIND,2023-10-26,2023-11-07,48.09,59.98,7,24.72,11.89,RSI_EXIT,WIN
INOXWIND,2024-01-10,2024-01-30,117.04,121.89,12,4.14,4.85,RSI_EXIT,WIN
INOXWIND,2024-03-05,2024-03-28,129.39,131.09,14,1.31,1.7,RSI_EXIT,WIN
INOXWIND,2024-05-07,2024-05-21,150.59,156.48,9,3.91,5.89,RSI_EXIT,WIN
INOXWIND,2024-06-20,2024-07-08,143.23,158.7,11,10.8,15.47,RSI_EXIT,WIN
INOXWIND,2024-07-23,2024-07-30,150.36,171.42,4,14.01,21.06,RSI_EXIT,WIN
INOXWIND,2024-09-30,2024-11-13,234.78,197.15,30,-16.03,-37.63,MAX_HOLD,LOSS
INOXWIND,2024-11-14,2025-01-01,183.26,178.02,30,-2.86,-5.24,MAX_HOLD,LOSS
NAM-INDIA,2023-08-08,2023-08-11,310.05,322.6,2,4.05,12.55,RSI_EXIT,WIN
NAM-INDIA,2023-12-29,2024-02-13,436.85,480.1,30,9.9,43.25,MAX_HOLD,WIN
NAM-INDIA,2024-02-14,2024-02-20,475.0,515.0,3,8.42,40.0,RSI_EXIT,WIN
NAM-INDIA,2024-03-11,2024-04-01,497.0,479.0,12,-3.62,-18.0,RSI_EXIT,LOSS
NAM-INDIA,2024-07-22,2024-09-04,636.0,690.0,30,8.49,54.0,MAX_HOLD,WIN
NAM-INDIA,2024-09-18,2024-11-01,658.65,712.0,30,8.1,53.35,MAX_HOLD,WIN
NAM-INDIA,2024-11-14,2024-12-10,666.0,740.25,15,11.15,74.25,RSI_EXIT,WIN
NAM-INDIA,2024-12-31,2025-01-14,720.6,638.85,9,-11.34,-81.75,SMA_EXIT,LOSS
NAM-INDIA,2025-07-29,2025-08-19,799.75,832.0,13,4.03,32.25,RSI_EXIT,WIN
NAM-INDIA,2025-08-29,2025-09-18,799.0,846.75,13,5.98,47.75,RSI_EXIT,WIN
NAM-INDIA,2025-10-30,2025-12-15,865.0,864.0,30,-0.12,-1.0,RSI_EXIT,LOSS
NAM-INDIA,2026-03-04,2026-03-10,887.0,850.0,3,-4.17,-37.0,SMA_EXIT,LOSS
AMBUJACEM,2022-12-16,2023-01-30,558.0,400.0,29,-28.32,-158.0,SMA_EXIT,LOSS
AMBUJACEM,2024-03-14,2024-04-01,555.5,619.4,9,11.5,63.9,RSI_EXIT,WIN
AMBUJACEM,2024-05-08,2024-05-18,590.95,620.7,7,5.03,29.75,RSI_EXIT,WIN
AMBUJACEM,2024-06-26,2024-07-02,648.8,696.95,3,7.42,48.15,RSI_EXIT,WIN
AMBUJACEM,2024-07-11,2024-08-27,680.0,628.8,30,-7.53,-51.2,MAX_HOLD,LOSS
AMBUJACEM,2024-08-29,2024-10-08,617.7,588.7,26,-4.69,-29.0,SMA_EXIT,LOSS
AMBUJACEM,2025-09-29,2025-11-14,570.8,562.5,30,-1.45,-8.3,MAX_HOLD,LOSS
PNBHOUSING,2023-03-15,2023-04-05,440.48,447.05,12,1.49,6.57,RSI_EXIT,WIN
PNBHOUSING,2023-04-18,2023-04-26,413.75,444.0,5,7.31,30.25,RSI_EXIT,WIN
PNBHOUSING,2024-01-30,2024-03-06,795.25,694.9,26,-12.62,-100.35,SMA_EXIT,LOSS
PNBHOUSING,2024-05-08,2024-05-14,759.05,729.95,3,-3.83,-29.1,SMA_EXIT,LOSS
PNBHOUSING,2024-09-30,2024-10-14,965.0,975.7,8,1.11,10.7,RSI_EXIT,WIN
PNBHOUSING,2024-10-22,2024-12-06,919.6,945.0,30,2.76,25.4,RSI_EXIT,WIN
PNBHOUSING,2024-12-18,2025-01-02,892.8,908.0,9,1.7,15.2,RSI_EXIT,WIN
PNBHOUSING,2025-06-20,2025-06-27,1033.6,1135.0,4,9.81,101.4,RSI_EXIT,WIN
PNBHOUSING,2025-07-25,2025-08-04,1053.0,820.0,5,-22.13,-233.0,SMA_EXIT,LOSS
PNBHOUSING,2026-01-21,2026-01-22,949.9,925.0,0,-2.62,-24.9,SMA_EXIT,LOSS
UPL,2022-05-09,2022-05-27,740.54,723.27,13,-2.33,-17.27,SMA_EXIT,LOSS
UPL,2023-02-23,2023-02-28,712.72,679.14,2,-4.71,-33.58,SMA_EXIT,LOSS
UPL,2024-07-12,2024-07-26,537.61,507.58,8,-5.59,-30.03,SMA_EXIT,LOSS
UPL,2024-09-20,2024-10-03,570.7,593.58,7,4.01,22.88,RSI_EXIT,WIN
UPL,2024-10-09,2024-10-23,555.45,507.54,9,-8.63,-47.91,SMA_EXIT,LOSS
UPL,2024-12-19,2024-12-20,524.0,520.0,0,-0.76,-4.0,SMA_EXIT,LOSS
UPL,2025-02-12,2025-03-24,610.7,667.95,25,9.37,57.25,RSI_EXIT,WIN
UPL,2025-07-14,2025-07-24,654.0,726.0,7,11.01,72.0,RSI_EXIT,WIN
UPL,2025-08-04,2025-08-21,673.5,717.05,11,6.47,43.55,RSI_EXIT,WIN
UPL,2025-09-24,2025-10-30,675.75,721.85,23,6.82,46.1,RSI_EXIT,WIN
UPL,2026-01-12,2026-01-22,785.0,699.05,6,-10.95,-85.95,SMA_EXIT,LOSS
SIEMENS,2022-02-25,2022-04-01,1159.33,1177.32,22,1.55,17.99,RSI_EXIT,WIN
SIEMENS,2022-04-25,2022-04-26,1155.85,1137.95,0,-1.55,-17.9,SMA_EXIT,LOSS
SIEMENS,2022-09-27,2022-10-20,1375.68,1429.27,15,3.9,53.59,RSI_EXIT,WIN
SIEMENS,2022-11-16,2022-12-08,1420.82,1446.67,15,1.82,25.85,RSI_EXIT,WIN
SIEMENS,2022-12-26,2023-02-08,1399.94,1550.58,30,10.76,150.64,RSI_EXIT,WIN
SIEMENS,2023-05-23,2023-06-14,1698.7,1863.77,15,9.72,165.07,RSI_EXIT,WIN
SIEMENS,2023-08-16,2023-08-24,1789.7,1858.75,5,3.86,69.05,RSI_EXIT,WIN
SIEMENS,2023-09-18,2023-10-20,1894.52,1715.1,21,-9.47,-179.42,SMA_EXIT,LOSS
SIEMENS,2024-01-19,2024-01-30,2028.82,2147.14,5,5.83,118.32,RSI_EXIT,WIN
SIEMENS,2024-04-16,2024-04-23,2701.95,2883.41,3,6.72,181.46,RSI_EXIT,WIN
SIEMENS,2024-06-03,2024-06-14,3604.26,3695.48,8,2.53,91.22,RSI_EXIT,WIN
SIEMENS,2024-07-19,2024-08-19,3542.49,3601.27,19,1.66,58.78,RSI_EXIT,WIN
SIEMENS,2024-08-30,2024-09-18,3428.27,3380.54,12,-1.39,-47.73,RSI_EXIT,LOSS
SIEMENS,2024-10-24,2024-11-07,3429.76,3539.63,9,3.2,109.87,RSI_EXIT,WIN
SIEMENS,2024-12-23,2024-12-26,3410.4,3310.95,1,-2.92,-99.45,SMA_EXIT,LOSS
SIEMENS,2025-09-25,2025-10-07,3199.9,3250.0,6,1.57,50.1,RSI_EXIT,WIN
SIEMENS,2025-10-14,2025-11-18,3080.0,3244.8,22,5.35,164.8,RSI_EXIT,WIN
SIEMENS,2025-12-10,2025-12-30,3150.0,3056.1,12,-2.98,-93.9,SMA_EXIT,LOSS
GMRAIRPORT,2022-02-15,2022-02-25,39.4,35.75,7,-9.26,-3.65,SMA_EXIT,LOSS
GMRAIRPORT,2022-12-19,2023-01-03,41.8,40.7,10,-2.63,-1.1,RSI_EXIT,LOSS
GMRAIRPORT,2023-02-24,2023-02-27,37.65,37.2,0,-1.2,-0.45,SMA_EXIT,LOSS
GMRAIRPORT,2023-03-27,2023-03-29,38.75,37.7,1,-2.71,-1.05,SMA_EXIT,LOSS
GMRAIRPORT,2023-05-30,2023-07-10,40.75,45.3,27,11.17,4.55,RSI_EXIT,WIN
GMRAIRPORT,2023-09-25,2023-11-09,58.65,56.9,30,-2.98,-1.75,MAX_HOLD,LOSS
GMRAIRPORT,2024-01-24,2024-02-05,75.5,85.7,6,13.51,10.2,RSI_EXIT,WIN
GMRAIRPORT,2024-03-14,2024-04-01,76.35,82.4,9,7.92,6.05,RSI_EXIT,WIN
GMRAIRPORT,2024-04-16,2024-04-26,80.5,85.9,6,6.71,5.4,RSI_EXIT,WIN
GMRAIRPORT,2024-05-31,2024-06-19,82.5,98.6,11,19.52,16.1,RSI_EXIT,WIN
GMRAIRPORT,2024-07-22,2024-08-01,92.5,102.0,7,10.27,9.5,RSI_EXIT,WIN
GMRAIRPORT,2024-10-04,2024-10-08,88.7,86.84,1,-2.1,-1.86,SMA_EXIT,LOSS
GMRAIRPORT,2025-08-29,2025-09-15,86.0,88.41,10,2.8,2.41,RSI_EXIT,WIN
GMRAIRPORT,2025-09-29,2025-10-27,87.22,94.0,17,7.77,6.78,RSI_EXIT,WIN
GMRAIRPORT,2025-12-05,2026-01-21,102.56,96.22,30,-6.18,-6.34,MAX_HOLD,LOSS
GMRAIRPORT,2026-01-22,2026-01-27,94.99,91.31,1,-3.87,-3.68,SMA_EXIT,LOSS
GMRAIRPORT,2026-02-16,2026-03-10,95.15,94.0,14,-1.21,-1.15,SMA_EXIT,LOSS
ICICIPRULI,2022-09-19,2022-09-28,558.6,529.5,6,-5.21,-29.1,SMA_EXIT,LOSS
ICICIPRULI,2023-07-19,2023-08-31,578.0,563.45,29,-2.52,-14.55,RSI_EXIT,LOSS
ICICIPRULI,2023-09-06,2023-09-12,536.85,580.0,3,8.04,43.15,RSI_EXIT,WIN
ICICIPRULI,2023-10-05,2023-11-20,559.8,559.0,30,-0.14,-0.8,RSI_EXIT,LOSS
ICICIPRULI,2024-01-15,2024-01-16,533.0,523.75,0,-1.74,-9.25,SMA_EXIT,LOSS
ICICIPRULI,2024-03-20,2024-03-27,550.0,599.9,3,9.07,49.9,RSI_EXIT,WIN
ICICIPRULI,2024-04-19,2024-05-31,589.0,554.0,28,-5.94,-35.0,SMA_EXIT,LOSS
ICICIPRULI,2024-07-23,2024-07-29,636.95,724.9,3,13.81,87.95,RSI_EXIT,WIN
ICICIPRULI,2024-10-08,2024-11-22,744.0,676.0,30,-9.14,-68.0,MAX_HOLD,LOSS
ICICIPRULI,2024-12-19,2024-12-20,658.5,664.5,0,0.91,6.0,SMA_EXIT,WIN
ICICIPRULI,2025-11-20,2026-01-01,615.0,669.3,28,8.83,54.3,RSI_EXIT,WIN
ICICIPRULI,2026-02-13,2026-02-24,635.0,665.2,6,4.76,30.2,RSI_EXIT,WIN
NHPC,2022-06-14,2022-06-17,31.45,30.35,2,-3.5,-1.1,SMA_EXIT,LOSS
NHPC,2022-09-30,2022-10-18,36.2,39.7,10,9.67,3.5,RSI_EXIT,WIN
NHPC,2022-12-20,2023-01-18,40.1,41.05,20,2.37,0.95,RSI_EXIT,WIN
NHPC,2023-02-28,2023-03-09,39.1,41.9,5,7.16,2.8,RSI_EXIT,WIN
NHPC,2023-05-24,2023-07-07,43.2,46.95,30,8.68,3.75,MAX_HOLD,WIN
NHPC,2023-10-25,2023-11-13,51.0,51.7,13,1.37,0.7,RSI_EXIT,WIN
NHPC,2024-02-13,2024-03-28,80.95,90.4,30,11.67,9.45,RSI_EXIT,WIN
NHPC,2024-06-28,2024-07-10,99.0,106.79,7,7.87,7.79,RSI_EXIT,WIN
NHPC,2024-08-06,2024-09-04,99.0,98.8,19,-0.2,-0.2,RSI_EXIT,LOSS
NHPC,2025-07-28,2025-08-11,83.79,82.45,9,-1.6,-1.34,SMA_EXIT,LOSS
NHPC,2025-09-29,2025-11-07,83.7,82.5,25,-1.43,-1.2,SMA_EXIT,LOSS
PETRONET,2022-07-29,2022-08-05,220.35,214.85,4,-2.5,-5.5,SMA_EXIT,LOSS
PETRONET,2023-02-21,2023-02-22,217.4,213.2,0,-1.93,-4.2,SMA_EXIT,LOSS
PETRONET,2023-03-28,2023-04-05,222.85,232.2,3,4.2,9.35,RSI_EXIT,WIN
PETRONET,2023-05-05,2023-06-19,225.5,227.35,30,0.82,1.85,MAX_HOLD,WIN
PETRONET,2024-03-14,2024-04-03,263.65,273.5,11,3.74,9.85,RSI_EXIT,WIN
PETRONET,2024-05-28,2024-06-14,302.0,324.0,12,7.28,22.0,RSI_EXIT,WIN
PETRONET,2024-07-24,2024-08-13,333.6,375.0,13,12.41,41.4,RSI_EXIT,WIN
PETRONET,2024-08-30,2024-10-01,366.7,342.65,21,-6.56,-24.05,RSI_EXIT,LOSS
PETRONET,2024-10-22,2024-11-14,347.0,313.0,16,-9.8,-34.0,SMA_EXIT,LOSS
PHOENIXLTD,2022-04-19,2022-04-29,514.95,541.0,7,5.06,26.05,RSI_EXIT,WIN
PHOENIXLTD,2022-09-30,2022-11-09,653.55,812.0,24,24.24,158.45,RSI_EXIT,WIN
PHOENIXLTD,2022-11-17,2022-12-30,740.0,693.8,30,-6.24,-46.2,MAX_HOLD,LOSS
PHOENIXLTD,2023-05-22,2023-06-08,708.78,810.8,12,14.39,102.02,RSI_EXIT,WIN
PHOENIXLTD,2023-06-26,2023-07-04,766.63,793.98,4,3.57,27.35,RSI_EXIT,WIN
PHOENIXLTD,2023-08-11,2023-08-24,835.0,881.5,7,5.57,46.5,RSI_EXIT,WIN
PHOENIXLTD,2023-10-06,2023-10-12,889.93,969.98,3,9.0,80.05,RSI_EXIT,WIN
PHOENIXLTD,2023-10-25,2023-11-03,887.53,987.5,6,11.26,99.97,RSI_EXIT,WIN
PHOENIXLTD,2024-05-10,2024-05-22,1413.13,1584.5,7,12.13,171.37,RSI_EXIT,WIN
PHOENIXLTD,2024-08-06,2024-09-19,1659.0,1745.0,30,5.18,86.0,MAX_HOLD,WIN
PHOENIXLTD,2025-11-25,2025-12-15,1690.0,1769.6,13,4.71,79.6,RSI_EXIT,WIN
PHOENIXLTD,2026-01-20,2026-02-03,1852.8,1666.0,9,-10.08,-186.8,SMA_EXIT,LOSS
PHOENIXLTD,2026-02-25,2026-03-04,1694.9,1638.8,3,-3.31,-56.1,SMA_EXIT,LOSS
PIIND,2022-09-08,2022-10-20,3258.05,3167.5,28,-2.78,-90.55,RSI_EXIT,LOSS
PIIND,2023-01-05,2023-01-25,3344.95,3035.0,13,-9.27,-309.95,SMA_EXIT,LOSS
PIIND,2023-05-16,2023-05-29,3380.95,3506.7,8,3.72,125.75,RSI_EXIT,WIN
PIIND,2023-07-11,2023-08-08,3665.0,3794.95,19,3.55,129.95,RSI_EXIT,WIN
PIIND,2023-09-21,2023-09-25,3500.0,3415.6,1,-2.41,-84.4,SMA_EXIT,LOSS
PIIND,2024-04-18,2024-05-06,3740.0,3611.55,10,-3.43,-128.45,SMA_EXIT,LOSS
PIIND,2024-11-18,2024-12-13,4260.0,4061.25,17,-4.67,-198.75,SMA_EXIT,LOSS
PIIND,2025-08-08,2025-08-14,4015.0,3772.7,3,-6.03,-242.3,SMA_EXIT,LOSS
TIINDIA,2022-01-27,2022-02-07,1652.35,1809.4,6,9.5,157.05,RSI_EXIT,WIN
TIINDIA,2022-02-14,2022-03-31,1680.0,1679.85,30,-0.01,-0.15,MAX_HOLD,LOSS
TIINDIA,2022-05-12,2022-05-25,1650.05,1545.95,8,-6.31,-104.1,SMA_EXIT,LOSS
TIINDIA,2022-08-02,2022-08-08,2023.6,2272.15,3,12.28,248.55,RSI_EXIT,WIN
TIINDIA,2022-08-23,2022-09-01,2090.0,2262.9,5,8.27,172.9,RSI_EXIT,WIN
TIINDIA,2022-11-11,2022-12-02,2652.0,2800.0,14,5.58,148.0,RSI_EXIT,WIN
TIINDIA,2023-01-09,2023-02-22,2720.0,2529.7,30,-7.0,-190.3,MAX_HOLD,LOSS
TIINDIA,2023-03-20,2023-04-25,2650.0,2561.35,21,-3.35,-88.65,SMA_EXIT,LOSS
TIINDIA,2023-06-13,2023-06-22,2849.0,3194.6,6,12.13,345.6,RSI_EXIT,WIN
TIINDIA,2023-08-02,2023-08-18,3076.0,2776.15,10,-9.75,-299.85,SMA_EXIT,LOSS
TIINDIA,2023-09-28,2023-11-13,3108.0,3199.7,30,2.95,91.7,MAX_HOLD,WIN
TIINDIA,2024-02-05,2024-02-20,3645.0,3698.25,10,1.46,53.25,RSI_EXIT,WIN
TIINDIA,2024-03-01,2024-03-26,3520.0,3734.55,15,6.1,214.55,RSI_EXIT,WIN
TIINDIA,2024-06-03,2024-06-12,3699.6,4149.0,6,12.15,449.4,RSI_EXIT,WIN
TIINDIA,2024-11-05,2024-11-11,4265.0,3888.05,3,-8.84,-376.95,SMA_EXIT,LOSS
TIINDIA,2025-09-26,2025-11-13,3195.0,3024.6,30,-5.33,-170.4,MAX_HOLD,LOSS
EXIDEIND,2022-09-26,2022-09-27,158.0,155.05,0,-1.87,-2.95,SMA_EXIT,LOSS
EXIDEIND,2022-12-23,2023-01-18,181.15,184.2,17,1.68,3.05,RSI_EXIT,WIN
EXIDEIND,2023-02-22,2023-03-08,177.15,182.2,8,2.85,5.05,RSI_EXIT,WIN
EXIDEIND,2023-03-28,2023-04-10,172.5,181.05,5,4.96,8.55,RSI_EXIT,WIN
EXIDEIND,2023-05-08,2023-05-17,188.75,195.8,6,3.74,7.05,RSI_EXIT,WIN
EXIDEIND,2023-06-12,2023-06-22,205.7,230.75,7,12.18,25.05,RSI_EXIT,WIN
EXIDEIND,2023-09-21,2023-11-07,261.85,269.55,30,2.94,7.7,MAX_HOLD,WIN
EXIDEIND,2024-02-13,2024-03-28,327.75,305.45,30,-6.8,-22.3,MAX_HOLD,LOSS
EXIDEIND,2024-07-22,2024-08-22,538.0,511.75,21,-4.88,-26.25,RSI_EXIT,LOSS
EXIDEIND,2024-10-22,2024-11-05,486.0,446.0,9,-8.23,-40.0,SMA_EXIT,LOSS
EXIDEIND,2025-09-26,2025-10-08,393.2,402.8,6,2.44,9.6,RSI_EXIT,WIN
DELHIVERY,2023-09-27,2023-10-11,416.0,438.95,8,5.52,22.95,RSI_EXIT,WIN
DELHIVERY,2024-01-20,2024-01-24,397.0,392.9,1,-1.03,-4.1,SMA_EXIT,LOSS
DELHIVERY,2024-02-13,2024-03-28,419.7,460.1,30,9.63,40.4,MAX_HOLD,WIN
DELHIVERY,2025-09-25,2025-11-12,455.0,431.0,30,-5.27,-24.0,MAX_HOLD,LOSS
DELHIVERY,2025-11-24,2026-01-07,418.0,414.5,30,-0.84,-3.5,MAX_HOLD,LOSS
DELHIVERY,2026-02-16,2026-02-17,420.55,420.0,0,-0.13,-0.55,SMA_EXIT,LOSS
IEX,2022-01-27,2022-02-25,237.9,199.0,20,-16.35,-38.9,SMA_EXIT,LOSS
IEX,2023-06-01,2023-06-09,153.85,128.0,5,-16.8,-25.85,SMA_EXIT,LOSS
IEX,2024-01-18,2024-01-19,145.1,138.25,0,-4.72,-6.85,SMA_EXIT,LOSS
IEX,2024-03-13,2024-03-14,141.0,132.0,0,-6.38,-9.0,SMA_EXIT,LOSS
IEX,2024-05-09,2024-05-18,148.25,152.25,6,2.7,4.0,RSI_EXIT,WIN
IEX,2024-07-22,2024-07-30,168.0,187.95,5,11.87,19.95,RSI_EXIT,WIN
IEX,2024-10-23,2024-11-12,179.16,170.99,13,-4.56,-8.17,SMA_EXIT,LOSS
IEX,2025-07-22,2025-07-25,196.94,137.8,2,-30.03,-59.14,SMA_EXIT,LOSS
NUVAMA,2024-10-04,2024-10-14,1240.0,1345.8,5,8.53,105.8,RSI_EXIT,WIN
NUVAMA,2024-11-14,2024-12-06,1276.13,1373.99,13,7.67,97.86,RSI_EXIT,WIN
NUVAMA,2025-01-14,2025-01-22,1233.94,1171.22,5,-5.08,-62.72,SMA_EXIT,LOSS
NUVAMA,2025-11-25,2026-01-08,1410.6,1479.1,30,4.86,68.5,MAX_HOLD,WIN
NUVAMA,2026-01-13,2026-01-22,1420.0,1380.0,5,-2.82,-40.0,SMA_EXIT,LOSS
KFINTECH,2023-12-14,2024-01-08,519.0,508.4,15,-2.04,-10.6,RSI_EXIT,LOSS
KFINTECH,2024-03-12,2024-04-03,606.1,633.6,13,4.54,27.5,RSI_EXIT,WIN
KFINTECH,2024-04-16,2024-04-26,614.55,663.0,6,7.88,48.45,RSI_EXIT,WIN
KFINTECH,2024-05-31,2024-07-02,679.0,737.4,20,8.6,58.4,RSI_EXIT,WIN
KFINTECH,2024-09-09,2024-09-19,989.7,1059.8,7,7.08,70.1,RSI_EXIT,WIN
KFINTECH,2024-10-23,2024-11-07,985.65,1054.8,10,7.02,69.15,RSI_EXIT,WIN
KFINTECH,2025-01-14,2025-02-10,1270.0,1234.55,19,-2.79,-35.45,RSI_EXIT,LOSS
KFINTECH,2025-07-08,2025-07-30,1260.0,1128.0,15,-10.48,-132.0,SMA_EXIT,LOSS
ALKEM,2023-03-02,2023-03-14,3108.0,3057.0,6,-1.64,-51.0,SMA_EXIT,LOSS
ALKEM,2023-05-19,2023-06-02,3325.0,3380.35,9,1.66,55.35,RSI_EXIT,WIN
ALKEM,2023-08-28,2023-09-14,3677.75,3753.2,12,2.05,75.45,RSI_EXIT,WIN
ALKEM,2023-10-25,2023-11-03,3535.15,3810.0,6,7.77,274.85,RSI_EXIT,WIN
ALKEM,2024-01-12,2024-02-09,5072.25,5350.0,18,5.48,277.75,RSI_EXIT,WIN
ALKEM,2024-02-27,2024-04-15,5010.0,4725.0,30,-5.69,-285.0,MAX_HOLD,LOSS
ALKEM,2024-04-16,2024-05-18,4700.0,5485.0,21,16.7,785.0,RSI_EXIT,WIN
ALKEM,2024-05-31,2024-06-13,4946.8,5086.0,8,2.81,139.2,RSI_EXIT,WIN
ALKEM,2024-09-19,2024-11-04,6122.4,5762.4,30,-5.88,-360.0,MAX_HOLD,LOSS
ALKEM,2025-09-01,2025-09-15,5310.0,5460.0,9,2.82,150.0,RSI_EXIT,WIN
ALKEM,2025-10-29,2025-11-13,5432.0,5794.0,9,6.66,362.0,RSI_EXIT,WIN
ALKEM,2025-11-25,2026-01-08,5615.0,5805.5,30,3.39,190.5,MAX_HOLD,WIN
ALKEM,2026-01-22,2026-02-11,5680.5,5840.0,13,2.81,159.5,RSI_EXIT,WIN
PPLPHARMA,2023-09-22,2023-11-01,96.95,103.0,25,6.24,6.05,RSI_EXIT,WIN
PPLPHARMA,2024-01-17,2024-03-01,138.0,132.45,30,-4.02,-5.55,MAX_HOLD,LOSS
PPLPHARMA,2024-03-12,2024-04-03,124.6,133.4,13,7.06,8.8,RSI_EXIT,WIN
PPLPHARMA,2024-11-13,2024-12-31,250.0,264.0,30,5.6,14.0,MAX_HOLD,WIN
PPLPHARMA,2025-01-07,2025-02-12,248.1,204.0,26,-17.78,-44.1,SMA_EXIT,LOSS
DALBHARAT,2023-01-23,2023-02-06,1848.3,1895.0,8,2.53,46.7,RSI_EXIT,WIN
DALBHARAT,2023-02-28,2023-04-10,1845.0,2009.0,24,8.89,164.0,RSI_EXIT,WIN
DALBHARAT,2023-07-12,2023-08-16,2070.1,1888.1,23,-8.79,-182.0,SMA_EXIT,LOSS
DALBHARAT,2023-09-22,2023-10-27,2266.0,2026.2,22,-10.58,-239.8,SMA_EXIT,LOSS
DALBHARAT,2023-12-21,2024-01-24,2188.2,2119.9,22,-3.12,-68.3,SMA_EXIT,LOSS
DALBHARAT,2024-02-08,2024-02-09,2180.0,2114.05,0,-3.03,-65.95,SMA_EXIT,LOSS
DALBHARAT,2025-06-20,2025-06-27,2044.9,2199.0,4,7.54,154.1,RSI_EXIT,WIN
DALBHARAT,2025-09-24,2025-11-06,2349.0,2041.9,27,-13.07,-307.1,SMA_EXIT,LOSS
